before;after;filename;info;rating1;rating2
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 09-57-54_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 09-57-54_after.png;2021-12-20 09-57-54;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 09-58-53_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 09-58-53_after.png;2021-12-20 09-58-53;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 09-59-35_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 09-59-35_after.png;2021-12-20 09-59-35;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-00-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-00-26_after.png;2021-12-20 10-00-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-01-32_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-01-32_after.png;2021-12-20 10-01-32;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-02-16_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-02-16_after.png;2021-12-20 10-02-16;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-03-10_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-03-10_after.png;2021-12-20 10-03-10;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-04-25_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-04-25_after.png;2021-12-20 10-04-25;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-05-17_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-05-17_after.png;2021-12-20 10-05-17;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-06-21_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-06-21_after.png;2021-12-20 10-06-21;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-07-04_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-07-04_after.png;2021-12-20 10-07-04;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-08-02_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-08-02_after.png;2021-12-20 10-08-02;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-08-39_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-08-39_after.png;2021-12-20 10-08-39;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-09-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-09-26_after.png;2021-12-20 10-09-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-10-22_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-10-22_after.png;2021-12-20 10-10-22;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-11-22_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-11-22_after.png;2021-12-20 10-11-22;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-11-39_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-11-39_after.png;2021-12-20 10-11-39;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-12-03_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-12-03_after.png;2021-12-20 10-12-03;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-12-47_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-12-47_after.png;2021-12-20 10-12-47;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-13-30_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-13-30_after.png;2021-12-20 10-13-30;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-14-57_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-14-57_after.png;2021-12-20 10-14-57;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-15-20_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-15-20_after.png;2021-12-20 10-15-20;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-16-25_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-16-25_after.png;2021-12-20 10-16-25;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-16-48_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-16-48_after.png;2021-12-20 10-16-48;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-17-57_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-17-57_after.png;2021-12-20 10-17-57;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-18-58_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-18-58_after.png;2021-12-20 10-18-58;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-19-56_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-19-56_after.png;2021-12-20 10-19-56;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-21-01_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-21-01_after.png;2021-12-20 10-21-01;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-21-49_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-21-49_after.png;2021-12-20 10-21-49;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-22-13_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-22-13_after.png;2021-12-20 10-22-13;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-23-39_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-23-39_after.png;2021-12-20 10-23-39;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-24-50_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-24-50_after.png;2021-12-20 10-24-50;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-24-59_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-24-59_after.png;2021-12-20 10-24-59;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-25-21_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-25-21_after.png;2021-12-20 10-25-21;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-26-34_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-26-34_after.png;2021-12-20 10-26-34;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-27-25_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-27-25_after.png;2021-12-20 10-27-25;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-28-35_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-28-35_after.png;2021-12-20 10-28-35;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-29-40_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-29-40_after.png;2021-12-20 10-29-40;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-30-03_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-30-03_after.png;2021-12-20 10-30-03;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-30-54_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-30-54_after.png;2021-12-20 10-30-54;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-32-02_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-32-02_after.png;2021-12-20 10-32-02;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-33-25_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-33-25_after.png;2021-12-20 10-33-25;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-34-11_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-34-11_after.png;2021-12-20 10-34-11;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-35-01_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-35-01_after.png;2021-12-20 10-35-01;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-35-16_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-35-16_after.png;2021-12-20 10-35-16;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-36-56_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-36-56_after.png;2021-12-20 10-36-56;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-37-45_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-37-45_after.png;2021-12-20 10-37-45;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-38-32_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-38-32_after.png;2021-12-20 10-38-32;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-39-13_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-39-13_after.png;2021-12-20 10-39-13;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-40-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-40-26_after.png;2021-12-20 10-40-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-41-02_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-41-02_after.png;2021-12-20 10-41-02;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-42-12_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-42-12_after.png;2021-12-20 10-42-12;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-42-49_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-42-49_after.png;2021-12-20 10-42-49;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-44-03_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-44-03_after.png;2021-12-20 10-44-03;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-44-31_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-44-31_after.png;2021-12-20 10-44-31;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-45-08_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-45-08_after.png;2021-12-20 10-45-08;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-46-08_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-46-08_after.png;2021-12-20 10-46-08;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-46-51_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-46-51_after.png;2021-12-20 10-46-51;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-48-04_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-48-04_after.png;2021-12-20 10-48-04;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-48-33_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-48-33_after.png;2021-12-20 10-48-33;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-48-42_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-48-42_after.png;2021-12-20 10-48-42;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-50-21_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-50-21_after.png;2021-12-20 10-50-21;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-51-03_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-51-03_after.png;2021-12-20 10-51-03;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-51-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-51-26_after.png;2021-12-20 10-51-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-52-39_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-52-39_after.png;2021-12-20 10-52-39;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-53-16_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-53-16_after.png;2021-12-20 10-53-16;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-54-24_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-54-24_after.png;2021-12-20 10-54-24;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-55-15_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-55-15_after.png;2021-12-20 10-55-15;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-56-33_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-56-33_after.png;2021-12-20 10-56-33;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-57-00_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-57-00_after.png;2021-12-20 10-57-00;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-58-21_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-58-21_after.png;2021-12-20 10-58-21;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-59-04_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-59-04_after.png;2021-12-20 10-59-04;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-59-49_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 10-59-49_after.png;2021-12-20 10-59-49;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-00-48_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-00-48_after.png;2021-12-20 11-00-48;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-01-18_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-01-18_after.png;2021-12-20 11-01-18;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-02-02_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-02-02_after.png;2021-12-20 11-02-02;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-03-13_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-03-13_after.png;2021-12-20 11-03-13;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-03-35_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-03-35_after.png;2021-12-20 11-03-35;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-04-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-04-26_after.png;2021-12-20 11-04-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-05-38_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-05-38_after.png;2021-12-20 11-05-38;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-06-50_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-06-50_after.png;2021-12-20 11-06-50;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-06-58_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-06-58_after.png;2021-12-20 11-06-58;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-08-30_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-08-30_after.png;2021-12-20 11-08-30;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-09-07_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-09-07_after.png;2021-12-20 11-09-07;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-10-11_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-10-11_after.png;2021-12-20 11-10-11;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-11-10_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-11-10_after.png;2021-12-20 11-11-10;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-12-13_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-12-13_after.png;2021-12-20 11-12-13;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-13-19_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-13-19_after.png;2021-12-20 11-13-19;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-13-59_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-13-59_after.png;2021-12-20 11-13-59;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-15-10_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-15-10_after.png;2021-12-20 11-15-10;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-15-50_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-15-50_after.png;2021-12-20 11-15-50;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-16-32_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-16-32_after.png;2021-12-20 11-16-32;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-17-23_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-17-23_after.png;2021-12-20 11-17-23;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-18-49_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-18-49_after.png;2021-12-20 11-18-49;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-19-04_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-19-04_after.png;2021-12-20 11-19-04;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-20-25_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-20-25_after.png;2021-12-20 11-20-25;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-21-07_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-21-07_after.png;2021-12-20 11-21-07;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-21-53_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-21-53_after.png;2021-12-20 11-21-53;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-23-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-23-26_after.png;2021-12-20 11-23-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-23-49_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-23-49_after.png;2021-12-20 11-23-49;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-25-03_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-25-03_after.png;2021-12-20 11-25-03;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-25-40_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-25-40_after.png;2021-12-20 11-25-40;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-26-14_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-26-14_after.png;2021-12-20 11-26-14;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-27-00_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-27-00_after.png;2021-12-20 11-27-00;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-27-59_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-27-59_after.png;2021-12-20 11-27-59;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-29-09_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-29-09_after.png;2021-12-20 11-29-09;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-29-26_before.png;com.mzhang.cleantimer_1/dataloss/MainActivity/2021-12-20 11-29-26_after.png;2021-12-20 11-29-26;Combinação gerada aleatoriamente reiniciada;Perde estado;True Positive
